id,toxic,severe_toxic,obscene,threat,insult,identity_hate
d1dfce3d450a79e0,-1,-1,-1,-1,-1,-1
a224d2acfad0c771,-1,-1,-1,-1,-1,-1
cc89367063162a6b,0,0,0,0,0,0
350338c047503cea,0,0,0,0,0,0
2f5e9f4ea10ed702,-1,-1,-1,-1,-1,-1
dacbcd4b9ed96b4c,-1,-1,-1,-1,-1,-1
fa36ac569ef602bc,-1,-1,-1,-1,-1,-1
4e93cee3b34c2830,-1,-1,-1,-1,-1,-1
bb14df9a9e63a254,0,0,0,0,0,0
b776c4f841a3be32,-1,-1,-1,-1,-1,-1
fec667ffbff88e66,-1,-1,-1,-1,-1,-1
9c7ff38e0c3509eb,0,0,0,0,0,0
0ef1458f76c950ec,-1,-1,-1,-1,-1,-1
b81633e669d2e784,0,0,0,0,0,0
e0dce3f5cca8a59c,-1,-1,-1,-1,-1,-1
37adba3068fd4df3,0,0,0,0,0,0
d15d6b57059e3386,0,0,0,0,0,0
94d973643833f797,-1,-1,-1,-1,-1,-1
954941b0d0ec8ae6,1,0,1,0,1,0
b42e856631800fe6,0,0,0,0,0,0
a9ace1e1adb39002,0,0,0,0,0,0
b09cf314916ca6ad,-1,-1,-1,-1,-1,-1
c9ced8ba5e95351f,0,0,0,0,0,0
0bad43635cbb9eef,0,0,0,0,0,0
d0574f9345903fd9,-1,-1,-1,-1,-1,-1
3d34c5548c28ba51,-1,-1,-1,-1,-1,-1
2e73440ec2154623,-1,-1,-1,-1,-1,-1
c6dcc0c4aeb3180a,-1,-1,-1,-1,-1,-1
3f178c7b138cd685,0,0,0,0,0,0
d2ef9d636df42ab2,0,0,0,0,0,0
799d61628c8cdf44,-1,-1,-1,-1,-1,-1
903b0093f6bad91c,-1,-1,-1,-1,-1,-1
c1079e42956f8a9e,-1,-1,-1,-1,-1,-1
96f6e03839f92cc8,0,0,0,0,0,0
c7c7eb4bf4e9abd1,-1,-1,-1,-1,-1,-1
112b1a50c36d6e10,-1,-1,-1,-1,-1,-1
02d6036f762a443b,-1,-1,-1,-1,-1,-1
6eb6fca532ad682f,1,0,1,0,1,0
edcf58ff1cfd8e2d,-1,-1,-1,-1,-1,-1
c458900b92c0092d,-1,-1,-1,-1,-1,-1
9a7d46e7bc757e3d,0,0,0,0,0,0
28cac3d83e1c9113,-1,-1,-1,-1,-1,-1
8002ead1e9948752,0,0,0,0,0,0
edf3b46791a26904,0,0,0,0,0,0
1c7c6c2f72a9899f,-1,-1,-1,-1,-1,-1
a02c6bad82fefae7,-1,-1,-1,-1,-1,-1
32f25fcdd70052ae,0,0,0,0,0,0
25dd29b7be7fc187,-1,-1,-1,-1,-1,-1
0db395bef067b978,-1,-1,-1,-1,-1,-1
f5a65840b3023bdb,0,0,0,0,0,0
294b214b17353abf,1,0,0,0,0,0
0508e39a3fe52665,-1,-1,-1,-1,-1,-1
a9aea4a5efc8792a,-1,-1,-1,-1,-1,-1
ef06404ea7f4fd5f,0,0,0,0,0,0
843097c637f6c4fe,0,0,0,0,0,0
2fac2b7633c27465,0,0,0,0,0,0
ee568b67ff63770e,-1,-1,-1,-1,-1,-1
b3566365af5fcd0c,-1,-1,-1,-1,-1,-1
eac0970093f24ee5,0,0,0,0,0,0
62fbce9609e1a3fa,-1,-1,-1,-1,-1,-1
67e63e83fb3231e6,-1,-1,-1,-1,-1,-1
73de76e9f234bbee,-1,-1,-1,-1,-1,-1
d1f8f961cb578557,-1,-1,-1,-1,-1,-1
d3465cbb9f877046,1,0,1,0,1,0
31a580f92e62d929,-1,-1,-1,-1,-1,-1
89e6a35bf1650ec0,0,0,0,0,0,0
8a4d92c53408bed6,-1,-1,-1,-1,-1,-1
a31eb46245701f88,0,0,0,0,0,0
e6270b6229a0b078,0,0,0,0,0,0
ccaaf776c7519051,0,0,0,0,0,0
76af1c2c2c112935,-1,-1,-1,-1,-1,-1
7839dcbae67caefd,-1,-1,-1,-1,-1,-1
beb1e3c96e6588a1,1,0,0,0,1,0
ac6e6526bd5f169c,-1,-1,-1,-1,-1,-1
987439004fda69a4,-1,-1,-1,-1,-1,-1
80172b85d011b41b,-1,-1,-1,-1,-1,-1
68144973b6fa3d21,0,0,0,0,0,0
157f51fc17dd5f27,-1,-1,-1,-1,-1,-1
05adf3438c712e02,-1,-1,-1,-1,-1,-1
8000c3677292df4a,-1,-1,-1,-1,-1,-1
d712f130685e9a51,-1,-1,-1,-1,-1,-1
d83955b945f03172,0,0,0,0,0,0
8d95c37c4b4931a7,-1,-1,-1,-1,-1,-1
7907c9aaf92866d2,1,0,0,0,0,0
b36eb92614fd9694,-1,-1,-1,-1,-1,-1
ad24aa6c8bec22d5,0,0,0,0,0,0
f600d886fb566728,-1,-1,-1,-1,-1,-1
91c2e4469157f767,0,0,0,0,0,0
a7a68f764482593a,0,0,0,0,0,0
b0dc29c553c34fe1,-1,-1,-1,-1,-1,-1
94d299de2b605a9b,0,0,0,0,0,0
38bf4d64fdd4a03b,-1,-1,-1,-1,-1,-1
912574491d35e251,0,0,0,0,0,0
a64feb213d8d5e1a,-1,-1,-1,-1,-1,-1
8bd3f2f7d8093f68,0,0,0,0,0,0
e410d999f4a97afe,0,0,0,0,0,0
1c97dcbbad70c1e5,-1,-1,-1,-1,-1,-1
fc6f48563cba7f75,-1,-1,-1,-1,-1,-1
6ad41937e015d742,-1,-1,-1,-1,-1,-1
70b3b34e97e732c1,0,0,0,0,0,0
41ec8f10a154273d,0,0,0,0,0,0
b2f5648784e48d28,-1,-1,-1,-1,-1,-1
93d209ba1d939d8c,-1,-1,-1,-1,-1,-1
710a23c4f62a0857,-1,-1,-1,-1,-1,-1
d311e9a15eb55b1f,0,0,0,0,0,0
bffbe5e8a9ac4103,-1,-1,-1,-1,-1,-1
ba670e5582648314,-1,-1,-1,-1,-1,-1
8a7a96b9a6644ed7,0,0,0,0,0,0
e7d24d1ec4fe8853,0,0,0,0,0,0
6fb6e58d6fa9df76,0,0,0,0,0,0
e021b7a3c9730063,-1,-1,-1,-1,-1,-1
9b7e3eca09e8093a,0,0,0,0,0,0
d05fdeed25bb5fbb,0,0,0,0,0,0
455f46fbafe57d00,-1,-1,-1,-1,-1,-1
1ae724bd74cbe0c5,-1,-1,-1,-1,-1,-1
4dc3b2d6ad55a363,0,0,0,0,0,0
1752c5f3675fa08b,-1,-1,-1,-1,-1,-1
3d19f1c1ceb520c4,-1,-1,-1,-1,-1,-1
1f5020871a185172,0,0,0,0,0,0
9882db0a7c8e1b4d,-1,-1,-1,-1,-1,-1
1deb7ac439aa57d3,-1,-1,-1,-1,-1,-1
d5d16920db833cd5,-1,-1,-1,-1,-1,-1
2f368a989655e9c1,0,0,0,0,0,0
00f0468189c252b7,-1,-1,-1,-1,-1,-1
e511d3a436fa9ba3,0,0,0,0,0,0
b58138affa477a05,-1,-1,-1,-1,-1,-1
7a0b5a7c0d4eb948,-1,-1,-1,-1,-1,-1
28ecbe94677e2864,-1,-1,-1,-1,-1,-1
d2da3bbbb08fe079,-1,-1,-1,-1,-1,-1
52e10f80ffea5cb5,-1,-1,-1,-1,-1,-1
02c4ce1a67b651d3,0,0,0,0,0,0
31069767f28b6e59,0,0,0,0,0,0
59f476e758527baf,-1,-1,-1,-1,-1,-1
a836abdf980eb918,0,0,0,0,0,0
1d98d1ed535e4e08,-1,-1,-1,-1,-1,-1
fd7c3b38b6d5adb2,-1,-1,-1,-1,-1,-1
c1b697cd9363ad83,-1,-1,-1,-1,-1,-1
c673abcfc4360b8d,-1,-1,-1,-1,-1,-1
f06ddbd518418518,-1,-1,-1,-1,-1,-1
a0700c9208aa9376,-1,-1,-1,-1,-1,-1
498e099a1ed279c0,-1,-1,-1,-1,-1,-1
c7e6eb206d55703e,-1,-1,-1,-1,-1,-1
f0e5872663146af1,0,0,0,0,0,0
a27433a57722606c,-1,-1,-1,-1,-1,-1
7e6d2c36901eda75,-1,-1,-1,-1,-1,-1
0bc8ca0b72453a72,-1,-1,-1,-1,-1,-1
4eb5323897aefbda,-1,-1,-1,-1,-1,-1
3b1a73962b0adb5d,0,0,0,0,0,0
5395e27587443558,1,0,0,0,0,1
f4770258d49c2254,-1,-1,-1,-1,-1,-1
916d10da1b16ad87,-1,-1,-1,-1,-1,-1
35affe19292e082e,-1,-1,-1,-1,-1,-1
9d6850a145fd37fb,0,0,0,0,0,0
a836c6f46087672c,0,0,0,0,0,0
23d93981e12e2a06,-1,-1,-1,-1,-1,-1
e0a4e6b5f638d421,0,0,0,0,0,0
9d07ca93b0a8e346,-1,-1,-1,-1,-1,-1
426b5212bda13809,0,0,0,0,0,0
7c5bcd286df80649,-1,-1,-1,-1,-1,-1
e70fc4e2c9bad2fe,-1,-1,-1,-1,-1,-1
d799a21ee954af04,1,0,1,0,0,0
299ebb2383631265,-1,-1,-1,-1,-1,-1
3b519f8048a3fd08,-1,-1,-1,-1,-1,-1
5961e9b17f710461,-1,-1,-1,-1,-1,-1
53783beacf24f8ae,-1,-1,-1,-1,-1,-1
65e37cfdb64ae49a,-1,-1,-1,-1,-1,-1
2ea8c8e2542c4bdf,-1,-1,-1,-1,-1,-1
9b54291a2ef3f225,-1,-1,-1,-1,-1,-1
c63098bbc4057469,0,0,0,0,0,0
f7285bc777a3ddda,0,0,0,0,0,0
218b12a7cb7c22fc,-1,-1,-1,-1,-1,-1
3a11fa3338f84517,0,0,0,0,0,0
6b48c3c9747e42e1,0,0,0,0,0,0
786ad1afb867195b,-1,-1,-1,-1,-1,-1
fb531f97e55ee909,-1,-1,-1,-1,-1,-1
53e2111f1ef6bbab,0,0,0,0,0,0
9f11126357c7214b,1,0,1,0,0,0
feaa475822fd7239,0,0,0,0,0,0
ac60d929b513fee8,0,0,0,0,0,0
5d61bbcc26bbd601,0,0,0,0,0,0
32fea621eab45f60,0,0,0,0,0,0
998233a6798c9654,1,0,0,0,1,0
8cfe58fa4ae5f270,-1,-1,-1,-1,-1,-1
c8b1775070efe6a9,0,0,0,0,0,0
916169dea7ad599c,0,0,0,0,0,0
15004e68434744ca,0,0,0,0,0,0
0653ad1db61c9053,-1,-1,-1,-1,-1,-1
3e4b6d6e09f50837,-1,-1,-1,-1,-1,-1
534d6825bbd27bd0,0,0,0,0,0,0
10eac34c0c43335e,-1,-1,-1,-1,-1,-1
a71d935091169328,-1,-1,-1,-1,-1,-1
0b7b254416b2654c,-1,-1,-1,-1,-1,-1
61ca19148fefda7e,-1,-1,-1,-1,-1,-1
c2603b70543c5a8d,-1,-1,-1,-1,-1,-1
9e7474457355a664,0,0,0,0,0,0
824113cceac57d4b,-1,-1,-1,-1,-1,-1
7eef115f281cff59,0,0,0,0,0,0
20034124e368e133,0,0,0,0,0,0
0a01379fb4763152,0,0,0,0,0,0
31e84b54722df231,-1,-1,-1,-1,-1,-1
62189ec9af83cf90,0,0,0,0,0,0
87fadc16640e0262,0,0,0,0,0,0
b6c04906ca5f8404,-1,-1,-1,-1,-1,-1
0668d7432ac04866,0,0,0,0,0,0
06b84b7dfc685be4,-1,-1,-1,-1,-1,-1
2a84134e5f091468,0,0,0,0,0,0
2b49117fd4b97957,-1,-1,-1,-1,-1,-1
c8776823cbe7ad8b,-1,-1,-1,-1,-1,-1
44df1d891cfae85e,-1,-1,-1,-1,-1,-1
ed3a8b22aa46da95,-1,-1,-1,-1,-1,-1
c052049a585cd08a,0,0,0,0,0,0
48a532249fbd5a9c,0,0,0,0,0,0
b494cf51c8c776b8,0,0,0,0,0,0
5b42f9f274655ba3,-1,-1,-1,-1,-1,-1
6f6ec090a73a8662,0,0,0,0,0,0
f7c7fb332d667609,-1,-1,-1,-1,-1,-1
b2ec0129c75667d5,-1,-1,-1,-1,-1,-1
2e24ae495a1efc36,-1,-1,-1,-1,-1,-1
ef31d042e365e533,-1,-1,-1,-1,-1,-1
c00fa2bc0b061f3a,-1,-1,-1,-1,-1,-1
3f12e044e5f43c5d,0,0,0,0,0,0
006c132f3df89e6e,0,0,0,0,0,0
855b32a318421676,-1,-1,-1,-1,-1,-1
0ef24694ff75e581,-1,-1,-1,-1,-1,-1
5f4c7d2e4e560928,-1,-1,-1,-1,-1,-1
2e421e77752893c8,-1,-1,-1,-1,-1,-1
73dc1fb8589bf5d4,-1,-1,-1,-1,-1,-1
d34220508713507b,0,0,0,0,0,0
92fd8cb05f314356,-1,-1,-1,-1,-1,-1
47fa41ec0c32457a,1,0,0,1,0,0
5e4cfa601d06e08a,-1,-1,-1,-1,-1,-1
ff2a564c386b3f99,-1,-1,-1,-1,-1,-1
e7266181d676ee92,-1,-1,-1,-1,-1,-1
a3f0fb4d65686c26,1,0,1,0,1,1
9c6e95b1a9bb0782,0,0,0,0,0,0
db5e2d8af8dfaaaf,0,0,0,0,0,0
bc4e959080701454,0,0,0,0,0,0
e15dd5a065568504,-1,-1,-1,-1,-1,-1
64914d7b382b33c2,-1,-1,-1,-1,-1,-1
827c303631d64fd3,-1,-1,-1,-1,-1,-1
336ab30faf431aea,-1,-1,-1,-1,-1,-1
a8557d6d3e812942,-1,-1,-1,-1,-1,-1
438d69666b7d2029,-1,-1,-1,-1,-1,-1
cffb3186b7766871,-1,-1,-1,-1,-1,-1
acd155ec05ff40d3,-1,-1,-1,-1,-1,-1
cede8d33336fffde,0,0,0,0,0,0
d34b984ff1de5a66,0,0,0,0,0,0
5eea21b49bbe142f,-1,-1,-1,-1,-1,-1
d849790d4daaf056,-1,-1,-1,-1,-1,-1
3a6f97e32e787c77,0,0,0,0,0,0
3dc8844b693b534c,-1,-1,-1,-1,-1,-1
6d93016e91470ec4,-1,-1,-1,-1,-1,-1
5a04e8b6fc34f4b7,0,0,0,0,0,0
40a34f6d5a7ed7d7,-1,-1,-1,-1,-1,-1
b31c420412dc3849,-1,-1,-1,-1,-1,-1
5725574a71341273,-1,-1,-1,-1,-1,-1
cb17c9a84e29b881,-1,-1,-1,-1,-1,-1
d2f3c00eb616c5d6,0,0,0,0,0,0
9b878108f1da9eb4,-1,-1,-1,-1,-1,-1
822d624904b1ea86,-1,-1,-1,-1,-1,-1
9219d7773650c17b,0,0,0,0,0,0
7228299dbc5baffe,-1,-1,-1,-1,-1,-1
f1d8a58dc8f61fad,-1,-1,-1,-1,-1,-1
ccc8d09840296666,0,0,0,0,0,0
ce48c85cdbe74aff,-1,-1,-1,-1,-1,-1
54c48987db971478,0,0,0,0,0,0
6a73c9d52321cda2,0,0,0,0,0,0
9d09e55cd559799b,0,0,0,0,0,0
c75c36bcbcd31eb6,-1,-1,-1,-1,-1,-1
5ac6a61a99833a7f,0,0,0,0,0,0
248eb83e6cdb258e,-1,-1,-1,-1,-1,-1
ce59548d74a29924,-1,-1,-1,-1,-1,-1
0d95a37c8f6c6c5b,-1,-1,-1,-1,-1,-1
dfb697312a72453a,0,0,0,0,0,0
0769539b37893841,0,0,0,0,0,0
381818a088e305db,-1,-1,-1,-1,-1,-1
dc3d26e894189ac6,0,0,0,0,0,0
c74eb36b00cf9735,0,0,0,0,0,0
b79199566b0ff3fb,0,0,0,0,0,0
566b132c32f1b4e9,-1,-1,-1,-1,-1,-1
f9ffcf97ea643e2e,-1,-1,-1,-1,-1,-1
0164288c47c33601,-1,-1,-1,-1,-1,-1
d5298bb1f8b15815,1,0,1,0,1,0
1d3049f384f5dde4,0,0,0,0,0,0
499196478801fb89,-1,-1,-1,-1,-1,-1
3783fe4315949dfe,-1,-1,-1,-1,-1,-1
85f522fe9d416527,-1,-1,-1,-1,-1,-1
370291de22e1ad00,-1,-1,-1,-1,-1,-1
750823bac6cc85da,0,0,0,0,0,0
ec94ac2563b1bf5b,-1,-1,-1,-1,-1,-1
8e44e6aafe5ab91b,0,0,0,0,0,0
c672a387f2e1a6fd,-1,-1,-1,-1,-1,-1
4c802da37a98c11c,-1,-1,-1,-1,-1,-1
84922f6022ab8394,0,0,0,0,0,0
97af910d59b65d31,0,0,0,0,0,0
1cc5c19a318c9a8b,-1,-1,-1,-1,-1,-1
569d6662875e32d7,0,0,0,0,0,0
02a22cfde767dac7,-1,-1,-1,-1,-1,-1
2cd244c9ee2b88ed,-1,-1,-1,-1,-1,-1
8439b11259dfce7f,1,0,0,0,1,0
f3009c66143ee563,1,0,0,0,0,0
fe1bc22f7212ffad,0,0,0,0,0,0
d64033d7d8e506d1,0,0,0,0,0,0
223dc1b06672ac74,-1,-1,-1,-1,-1,-1
316070569e1a855b,-1,-1,-1,-1,-1,-1
43da49fa5fb65aff,-1,-1,-1,-1,-1,-1
6a932fa17f28768f,-1,-1,-1,-1,-1,-1
c84f441cbfaab274,-1,-1,-1,-1,-1,-1
0bcc48ed195d51d1,-1,-1,-1,-1,-1,-1
3d7afd6afa26a522,0,0,0,0,0,0
3e1b51db43d811b7,-1,-1,-1,-1,-1,-1
0a95325614f67799,-1,-1,-1,-1,-1,-1
e8c5ee3aaca80936,0,0,0,0,0,0
e452b6e36b388416,-1,-1,-1,-1,-1,-1
f2605df63d87f4e7,-1,-1,-1,-1,-1,-1
656ceeb2cddb8fc0,-1,-1,-1,-1,-1,-1
3b92e04569e93cb3,-1,-1,-1,-1,-1,-1
bfd486069975d56c,-1,-1,-1,-1,-1,-1
4998521434d6de83,-1,-1,-1,-1,-1,-1
a44e8416526eb8d5,0,0,0,0,0,0
ed17f8c58e844cd4,0,0,0,0,0,0
f24118683cd77962,0,0,0,0,0,0
d964078e0db610f3,-1,-1,-1,-1,-1,-1
aefdb07655e0a8a1,-1,-1,-1,-1,-1,-1
06986d42d82b5b36,-1,-1,-1,-1,-1,-1
f3338a7f0ec52031,-1,-1,-1,-1,-1,-1
671a54f9d5f727dd,-1,-1,-1,-1,-1,-1
3dba41d8bc9be0bd,0,0,0,0,0,0
5632def1d33ea588,0,0,0,0,0,0
b41270a33372916a,0,0,0,0,0,0
26c91097dafaf210,1,0,0,0,0,0
d528be715ca4cd8e,-1,-1,-1,-1,-1,-1
8a2e520bb6ad12e4,1,0,1,0,1,0
f87c270845c81c13,-1,-1,-1,-1,-1,-1
6bd5ffaa078228f3,-1,-1,-1,-1,-1,-1
